Country,Year,NumDisaster,NumKilled,NumInjured,NumAffected,NumHomeless,TotalDamUSD,Continent
Afghanistan,2000,6,594,0,2582228,0,50,Asia
Afghanistan,2001,6,485,20,204425,250,10,Asia
Afghanistan,2002,16,4083,1391,302279,10000,0,Asia
Afghanistan,2003,9,137,4,500,4250,0,Asia
Afghanistan,2004,3,18,40,2800,2700,0,Asia
Afghanistan,2005,14,582,44,37901,6775,5050,Asia
Afghanistan,2006,13,382,185,2225515,8210,0,Asia
Afghanistan,2007,7,296,20,26755,3480,0,Asia
Afghanistan,2008,4,1334,182,452602,180,0,Asia
Afghanistan,2009,5,101,86,62521,3250,20000,Asia
Afghanistan,2010,5,350,200,45000,1000,0,Asia
Afghanistan,2011,4,83,115,1753000,9700,142000,Asia
Afghanistan,2012,11,378,427,48394,2680,0,Asia
Afghanistan,2013,3,48,141,14500,0,0,Asia
Albania,2002,3,7,0,192110,0,17500,Europe
Albania,2004,2,3,0,2500,0,173,Europe
Albania,2005,2,5,0,400500,0,0,Europe
Albania,2007,2,0,0,150,75,0,Europe
Albania,2009,2,0,0,6600,150,0,Europe
Albania,2010,1,0,0,14000,0,0,Europe
Albania,2012,1,5,0,230000,0,0,Europe
Algeria,2000,5,48,15,100,100,0,Africa
Algeria,2001,1,921,423,45000,0,300000,Africa
Algeria,2002,3,48,20,2285,0,1500,Africa
Algeria,2003,7,2369,10511,0,200000,5000000,Africa
Algeria,2004,4,22,335,27545,0,0,Africa
Algeria,2005,4,34,5,70,1750,7256,Africa
Algeria,2006,2,5,9,60160,150,1200,Africa
Algeria,2007,7,90,5,1300,0,43061,Africa
Algeria,2008,1,93,50,59000,0,348000,Africa
Algeria,2009,2,48,48,0,2500,0,Africa
Algeria,2010,1,2,43,0,0,0,Africa
Algeria,2011,1,10,43,750,0,779000,Africa
Algeria,2012,2,69,101,0,0,0,Africa
American Samoa,2003,1,6,3,0,0,50000,Oceania
American Samoa,2004,1,0,60,20000,3000,150000,Oceania
American Samoa,2005,1,0,0,0,0,0,Oceania
American Samoa,2009,1,34,0,2500,0,0,Oceania
Angola,2000,6,77,11,70117,9000,10000,Africa
Angola,2001,5,154,5,40348,0,0,Africa
Angola,2002,1,8,0,0,0,0,Africa
Angola,2003,2,15,0,0,825,0,Africa
Angola,2004,5,357,0,357045,1700,0,Africa
Angola,2005,1,0,0,0,10000,0,Africa
Angola,2006,3,2422,0,57570,225,0,Africa
Angola,2007,4,620,0,58343,6000,0,Africa
Angola,2008,3,370,0,98837,0,0,Africa
Angola,2009,5,178,0,245938,5065,0,Africa
Angola,2010,3,25,31,110875,78875,0,Africa
Angola,2011,4,130,0,90584,100,0,Africa
Angola,2012,1,0,0,1833900,0,0,Africa
Angola,2013,1,9,0,1000,0,0,Africa
Antigua and Barbuda,2008,1,0,0,25800,0,0,Americas
Antigua and Barbuda,2010,1,0,0,5000,0,12600,Americas
Argentina,2000,8,37,40,30300,8230,300000,Americas
Argentina,2001,7,35,150,254800,2000,765000,Americas
Argentina,2002,5,11,27,17700,200,0,Americas
Argentina,2003,4,39,0,143900,20000,1148210,Americas
Argentina,2004,3,10,7,6300,0,0,Americas
Argentina,2005,1,11,52,0,200,0,Americas
Argentina,2006,1,0,0,4500,0,0,Americas
Argentina,2007,3,19,0,130000,5000,40000,Americas
Argentina,2008,2,0,0,85000,0,0,Americas
Argentina,2009,6,29,24,67494,0,15000,Americas
Argentina,2010,1,42,0,0,0,0,Americas
Argentina,2011,1,0,0,0,0,0,Americas
Argentina,2012,3,25,30,17500,2000,10000,Americas
Argentina,2013,1,54,0,350000,0,503000,Americas
Armenia,2000,1,0,0,297000,0,100000,Asia
Armenia,2004,1,1,0,0,0,0,Asia
Australia,2000,6,1,0,2150,0,535000,Oceania
Australia,2001,9,6,58,8550,0,321600,Oceania
Australia,2002,6,2,4,126,249,2050000,Oceania
Australia,2003,10,6,150,5010,30,470000,Oceania
Australia,2004,7,6,0,4265,0,112500,Oceania
Australia,2005,4,20,20,4400,0,137000,Oceania
Australia,2006,8,4,30,3100,7141,1282354,Oceania
Australia,2007,2,11,0,5730,90,1400000,Oceania
Australia,2008,5,8,0,20400,0,2515000,Oceania
Australia,2009,6,535,2500,34054,0,1510000,Oceania
Australia,2010,8,36,0,186000,0,10129000,Oceania
Australia,2011,3,1,0,7637,0,2554000,Oceania
Australia,2012,2,4,0,16000,0,588000,Oceania
Australia,2013,1,6,0,7500,0,2000000,Oceania
Austria,2000,2,13,0,0,0,20000,Europe
Austria,2002,3,12,0,60300,0,2405000,Europe
Austria,2003,1,345,0,0,0,280000,Europe
Austria,2005,3,4,0,900,0,700000,Europe
Austria,2006,1,0,0,516,0,0,Europe
Austria,2007,2,5,0,0,0,400000,Europe
Austria,2008,1,4,0,0,0,500000,Europe
Austria,2009,4,3,0,0,0,700000,Europe
Austria,2012,1,5,0,0,0,0,Europe
Austria,2013,1,2,0,200,0,0,Europe
Azerbaijan,2000,3,42,600,2694,0,110000,Asia
Azerbaijan,2003,1,0,0,30000,1500,55000,Asia
Azerbaijan,2009,1,0,0,5000,0,0,Asia
Azerbaijan,2010,1,3,0,70000,0,0,Asia
Azerbaijan,2012,3,5,50,15500,6949,0,Asia
Bahamas,2001,1,0,0,0,0,300000,Americas
Bahamas,2004,3,12,0,9000,0,1550000,Americas
Bahamas,2005,1,1,0,1500,0,0,Americas
Bahamas,2007,1,1,0,7000,0,0,Americas
Bahamas,2008,2,0,0,3000,0,0,Americas
Bahamas,2011,1,0,0,10000,0,40000,Americas
Bahamas,2012,1,1,0,0,0,0,Americas
Bangladesh,2000,15,222,659,2766852,85500,500000,Asia
Bangladesh,2001,7,253,4750,726000,0,0,Asia
Bangladesh,2002,7,928,400,1699904,1000,0,Asia
Bangladesh,2003,8,529,645,552500,0,0,Asia
Bangladesh,2004,10,1034,3350,36872604,14000,2700000,Asia
Bangladesh,2005,12,332,2106,1163000,21500,0,Asia
Bangladesh,2006,7,154,1264,226260,2400,0,Asia
Bangladesh,2007,7,5721,55342,23159549,225,2414000,Asia
Bangladesh,2008,5,68,452,600000,35638,0,Asia
Bangladesh,2009,6,348,7187,4497363,0,270000,Asia
Bangladesh,2010,6,107,350,887040,0,0,Asia
Bangladesh,2011,5,102,121,1672559,0,0,Asia
Bangladesh,2012,5,336,304,5602850,55000,0,Asia
Bangladesh,2013,3,50,388,1327463,0,0,Asia
Barbados,2002,1,0,0,0,2000,200,Americas
Barbados,2004,1,1,0,0,880,5000,Americas
Barbados,2007,1,0,1,0,0,0,Americas
Barbados,2010,2,0,0,2500,0,0,Americas
Belarus,2000,1,0,0,0,0,30300,Europe
Belarus,2005,1,5,1820,0,0,0,Europe
Belarus,2007,1,0,0,0,0,10000,Europe
Belarus,2012,1,0,30,100,0,0,Europe
Belarus,2013,1,4,1325,10000,0,0,Europe
Belgium,2002,5,7,0,2400,0,5000,Europe
Belgium,2003,2,1175,0,0,0,0,Europe
Belgium,2005,3,2,0,210,0,0,Europe
Belgium,2006,1,940,0,0,0,0,Europe
Belgium,2007,1,2,2,0,0,450000,Europe
Belgium,2008,2,1,0,0,0,0,Europe
Belgium,2010,3,4,0,690,0,398146,Europe
Belgium,2011,2,5,71,0,0,99000,Europe
Belgium,2012,1,3,0,0,0,0,Europe
Belize,2000,1,14,570,62000,0,277460,Americas
Belize,2001,2,30,0,20000,0,250000,Americas
Belize,2005,2,3,0,0,0,0,Americas
Belize,2007,1,0,0,20000,0,14847,Americas
Belize,2008,2,8,0,48000,0,9697,Americas
Belize,2010,1,0,0,0,0,0,Americas
Benin,2000,3,351,0,7762,0,0,Africa
Benin,2001,3,378,0,9760,0,0,Africa
Benin,2002,1,50,0,452,0,0,Africa
Benin,2003,1,3,0,265,0,0,Africa
Benin,2005,1,4,0,206,0,0,Africa
Benin,2007,1,10,0,10000,884,0,Africa
Benin,2008,4,48,0,159223,0,0,Africa
Benin,2009,3,10,0,120457,0,0,Africa
Benin,2010,4,71,1000,681037,150000,0,Africa
Benin,2011,1,0,0,5840,0,0,Africa
Benin,2012,1,4,0,55000,0,0,Africa
Bermuda,2003,1,4,0,0,0,300000,Americas
Bhutan,2000,1,200,0,0,1000,0,Asia
Bhutan,2004,1,0,0,0,0,0,Asia
Bhutan,2009,2,23,12,0,0,0,Asia
Bhutan,2011,1,1,16,20000,0,0,Asia
Bolivia,2000,4,36,10,52277,0,0,Americas
Bolivia,2001,2,50,5,357250,0,121000,Americas
Bolivia,2002,3,96,146,17085,0,100000,Americas
Bolivia,2003,4,143,40,48190,10300,1000,Americas
Bolivia,2004,1,0,0,55000,0,0,Americas
Bolivia,2005,1,0,0,3000,0,0,Americas
Bolivia,2006,2,25,50,126550,0,35000,Americas
Bolivia,2007,4,116,0,824723,0,590000,Americas
Bolivia,2008,4,27,0,41357,0,0,Americas
Bolivia,2009,1,0,0,63000,0,0,Americas
Bolivia,2010,5,59,0,315596,300,100000,Americas
Bolivia,2011,2,52,0,92825,0,20000,Americas
Bolivia,2012,1,13,0,69085,0,0,Americas
Bolivia,2013,1,25,0,145000,0,0,Americas
Bosnia-Hercegovenia,2000,3,6,3,800,0,158000,Europe
Bosnia-Hercegovenia,2001,1,0,0,9000,0,0,Europe
Bosnia-Hercegovenia,2003,2,0,0,62575,0,140000,Europe
Bosnia-Hercegovenia,2004,2,0,0,278000,0,0,Europe
Bosnia-Hercegovenia,2005,2,4,0,3100,0,0,Europe
Bosnia-Hercegovenia,2007,1,0,0,0,0,0,Europe
Bosnia-Hercegovenia,2009,3,1,0,13730,0,0,Europe
Bosnia-Hercegovenia,2010,3,5,0,34910,0,87000,Europe
Bosnia-Hercegovenia,2012,1,4,0,10347,0,0,Europe
Botswana,2000,1,3,0,106776,32000,5000,Africa
Botswana,2004,1,0,0,4960,0,0,Africa
Botswana,2005,1,0,0,0,0,0,Africa
Botswana,2006,1,470,0,22264,0,0,Africa
Botswana,2008,1,2,0,15,0,0,Africa
Botswana,2009,3,0,0,5056,0,0,Africa
Botswana,2011,1,0,0,0,0,0,Africa
Botswana,2013,1,0,0,4210,0,0,Africa
Brazil,2000,6,115,0,17000,213000,75000,Americas
Brazil,2001,5,98,196,1001750,12500,45000,Americas
Brazil,2002,6,161,0,319730,3000,11000,Americas
Brazil,2003,5,255,571,18000,187410,303000,Americas
Brazil,2004,5,39,114,153000,2200,2000370,Americas
Brazil,2005,4,49,4,31000,10340,0,Americas
Brazil,2006,2,20,0,116000,0,0,Americas
Brazil,2007,6,70,86,1211552,0,125000,Americas
Brazil,2008,6,326,27,1951713,3035,1013000,Americas
Brazil,2009,10,203,64,1994507,2950,745000,Americas
Brazil,2010,6,395,403,1235688,13000,802000,Americas
Brazil,2011,8,978,0,1185600,30000,1000000,Americas
Brazil,2012,2,0,0,210000,0,1631000,Americas
Brazil,2013,2,34,44,200000,0,0,Americas
Bulgaria,2000,4,14,17,0,150,17650,Europe
Bulgaria,2001,2,2,0,0,0,0,Europe
Bulgaria,2002,1,1,0,0,0,1000,Europe
Bulgaria,2005,7,57,20,12200,0,457000,Europe
Bulgaria,2006,3,0,2,525,0,0,Europe
Bulgaria,2007,6,17,69,1060,0,2454,Europe
Bulgaria,2008,1,10,0,0,0,0,Europe
Bulgaria,2010,2,3,0,90,0,0,Europe
Bulgaria,2012,4,38,70,38090,0,4400,Europe
Burkina Faso,2001,4,2978,0,20820,0,0,Africa
Burkina Faso,2003,2,1058,0,7146,12120,0,Africa
Burkina Faso,2004,2,527,0,2783,0,0,Africa
Burkina Faso,2005,1,9,0,606,0,0,Africa
Burkina Faso,2006,3,784,0,23012,10000,0,Africa
Burkina Faso,2007,2,1542,73,113735,28000,0,Africa
Burkina Faso,2008,4,556,18,53560,4292,0,Africa
Burkina Faso,2009,3,398,1000,153392,0,150000,Africa
Burkina Faso,2010,2,857,0,139322,0,176,Africa
Burkina Faso,2011,1,0,0,2850000,0,0,Africa
Burkina Faso,2012,1,18,0,0,21000,0,Africa
Burundi,2000,4,308,100,730591,500,0,Africa
Burundi,2002,5,87,0,10163,0,0,Africa
Burundi,2003,2,6,0,230,0,0,Africa
Burundi,2004,4,3,0,0,25620,0,Africa
Burundi,2005,2,120,0,2150000,5000,0,Africa
Burundi,2006,7,22,5,7000,9305,0,Africa
Burundi,2007,2,5,6,2695,23000,0,Africa
Burundi,2008,3,9,5,85770,0,0,Africa
Burundi,2009,2,0,0,188000,0,0,Africa
Burundi,2010,4,9,0,1990,1500,0,Africa
Burundi,2011,3,24,50,1285,0,0,Africa
Cambodia,2000,1,347,53,3448000,0,160000,Asia
Cambodia,2001,2,56,0,1969182,0,15000,Asia
Cambodia,2002,2,29,0,2120000,0,38100,Asia
Cambodia,2004,2,7,0,0,0,0,Asia
Cambodia,2005,2,16,0,600000,0,0,Asia
Cambodia,2006,3,5,0,42368,0,0,Asia
Cambodia,2007,2,184,0,36000,0,1000,Asia
Cambodia,2009,2,19,91,178000,0,0,Asia
Cambodia,2010,1,8,0,0,0,70000,Asia
Cambodia,2011,1,247,23,1640000,0,521000,Asia
Cambodia,2012,1,14,0,71500,0,0,Asia
Cameroon,2000,2,25,0,565,0,0,Africa
Cameroon,2001,4,61,0,542,1500,0,Africa
Cameroon,2003,1,20,0,0,100,0,Africa
Cameroon,2004,1,46,0,2924,0,0,Africa
Cameroon,2005,3,44,0,1400,0,0,Africa
Cameroon,2006,1,8,0,71,0,0,Africa
Cameroon,2007,1,8,17,0,10279,0,Africa
Cameroon,2008,1,9,0,24000,1000,0,Africa
Cameroon,2009,1,109,1456,0,0,0,Africa
Cameroon,2010,2,235,95,2849,3000,0,Africa
Cameroon,2011,1,639,0,16706,0,0,Africa
Cameroon,2012,2,25,0,20000,31980,0,Africa
Canada,2000,1,11,140,0,700,13000,Americas
Canada,2001,3,12,0,1599,30,0,Americas
Canada,2002,4,45,0,947,0,0,Americas
Canada,2003,7,7,0,2670,0,690000,Americas
Canada,2004,4,0,0,1000,0,300000,Americas
Canada,2005,5,4,0,5900,0,357000,Americas
Canada,2006,5,1,0,3900,0,0,Americas
Canada,2007,3,6,0,500,0,0,Americas
Canada,2008,2,0,0,2400,0,0,Americas
Canada,2009,3,2,3,200,0,500000,Americas
Canada,2010,1,0,0,0,0,0,Americas
Canada,2011,4,8,20,2000,7000,2300000,Americas
Canada,2012,3,0,0,1500,0,1084000,Americas
Canada,2013,1,3,0,100000,0,3000000,Americas
Canary Is,2001,1,7,0,300,0,0,Europe
Canary Is,2002,1,16,30,400,0,79923,Europe
Canary Is,2004,1,13,113,0,0,0,Europe
Canary Is,2005,1,19,0,0,0,375000,Europe
Canary Is,2007,1,0,0,300,105,0,Europe
Central African Rep,2000,3,448,0,2572,0,0,Africa
Central African Rep,2001,2,346,0,1473,3000,0,Africa
Central African Rep,2002,2,7,0,727,750,0,Africa
Central African Rep,2003,2,23,0,379,240,0,Africa
Central African Rep,2004,1,3,0,0,12698,0,Africa
Central African Rep,2005,1,1,7,0,23798,0,Africa
Central African Rep,2007,1,1,0,6000,1812,0,Africa
Central African Rep,2008,1,0,0,0,795,0,Africa
Central African Rep,2009,3,4,0,9137,14835,0,Africa
Central African Rep,2010,1,3,0,1585,0,0,Africa
Central African Rep,2011,3,17,1,4937,0,0,Africa
Central African Rep,2012,2,0,23,0,3870,0,Africa
Central African Rep,2013,1,0,63,0,0,0,Africa
Chad,2000,2,1209,0,9673,0,0,Africa
Chad,2001,3,213,0,979207,0,1000,Africa
Chad,2003,1,11,0,131,0,0,Africa
Chad,2004,3,144,0,3567,0,0,Africa
Chad,2005,1,115,0,6000,0,0,Africa
Chad,2006,2,72,0,216,0,0,Africa
Chad,2007,3,29,145,173000,0,0,Africa
Chad,2008,3,22,0,9755,6450,0,Africa
Chad,2009,4,108,0,2407991,5795,0,Africa
Chad,2010,4,263,0,149898,0,0,Africa
Chad,2011,2,557,0,18123,0,0,Africa
Chad,2012,4,108,0,2215339,0,10000,Africa
Chile,2000,3,16,0,171266,10401,40000,Americas
Chile,2001,4,6,0,14245,714,8900,Americas
Chile,2002,5,19,0,255642,0,280000,Americas
Chile,2003,1,0,0,0,285,0,Americas
Chile,2004,2,3,0,9000,0,0,Americas
Chile,2005,4,61,182,28375,548,5000,Americas
Chile,2006,1,18,0,95862,0,0,Americas
Chile,2007,3,18,155,25000,0,100000,Americas
Chile,2008,3,9,0,129755,23000,23000,Americas
Chile,2010,2,562,10334,1861372,800000,30000000,Americas
Chile,2011,5,1,0,54850,1082,200000,Americas
Chile,2012,3,8,14,28583,0,303100,Americas
China P Rep,2000,29,678,3949,24987300,410124,1491185,Asia
China P Rep,2001,32,922,91071,39421148,854215,4449000,Asia
China P Rep,2002,29,1795,39501,285252982,2348,6156800,Asia
China P Rep,2003,27,1092,158496,217588053,1805886,16368511,Asia
China P Rep,2004,25,823,23623,52241849,684124,4327480,Asia
China P Rep,2005,31,1058,11364,83650910,281000,11822775,Asia
China P Rep,2006,37,2109,7117,88101145,631160,12463691,Asia
China P Rep,2007,20,1161,4821,120041600,69855,8004698,Asia
China P Rep,2008,30,88450,368719,136193000,414235,111233000,Asia
China P Rep,2009,26,575,953,128603348,158450,9031552,Asia
China P Rep,2010,26,7186,13552,180286500,356625,22675436,Asia
China P Rep,2011,20,746,1057,123963401,308425,12048115,Asia
China P Rep,2012,29,802,38567,44518500,48618,19834533,Asia
China P Rep,2013,17,632,13167,5153170,16540,10784000,Asia
Colombia,2000,4,115,0,40430,39000,0,Americas
Colombia,2001,6,99,232,6000,7500,0,Americas
Colombia,2002,5,135,13,124525,2000,0,Americas
Colombia,2003,5,91,78,74700,60,0,Americas
Colombia,2004,4,116,142,539378,500,0,Americas
Colombia,2005,5,180,261,604679,0,10000,Americas
Colombia,2006,3,150,227,238238,0,0,Americas
Colombia,2007,6,218,265,1611253,2000,0,Americas
Colombia,2008,9,155,168,1272351,1700,10000,Americas
Colombia,2009,3,53,7,31250,593,0,Americas
Colombia,2010,6,571,463,2796297,0,1000000,Americas
Colombia,2011,3,313,262,1487436,0,2320000,Americas
Colombia,2012,5,85,18,143899,8000,102000,Americas
Colombia,2013,1,0,15,12000,0,0,Americas
Comoros,2003,1,0,0,0,300,0,Africa
Comoros,2005,4,1,0,286282,0,0,Africa
Comoros,2006,1,0,0,0,0,0,Africa
Comoros,2007,1,29,0,1490,0,0,Africa
Comoros,2009,1,2,0,2500,0,0,Africa
Comoros,2012,1,4,150,64987,0,5000,Africa
Congo,2000,1,24,0,0,0,0,Africa
Congo,2001,1,19,0,13,0,0,Africa
Congo,2002,2,128,0,5015,48000,0,Africa
Congo,2003,1,29,0,2,0,0,Africa
Congo,2005,3,17,5,2,3500,0,Africa
Congo,2006,2,56,0,3030,5000,0,Africa
Congo,2007,1,0,0,20000,5000,0,Africa
Congo,2008,2,26,103,527,0,0,Africa
Congo,2010,1,219,0,524,0,0,Africa
Congo,2011,3,65,0,10819,0,0,Africa
Congo,2012,3,24,89,2082,7500,0,Africa
Cook Is,2001,1,0,0,744,0,0,Oceania
Cook Is,2005,1,0,8,600,0,0,Oceania
Cook Is,2009,1,0,0,1247,0,0,Oceania
Cook Is,2010,1,0,8,2194,0,0,Oceania
Costa Rica,2000,1,7,0,200,0,0,Americas
Costa Rica,2001,2,0,0,1437,0,1000,Americas
Costa Rica,2002,2,10,40,95000,0,1000,Americas
Costa Rica,2003,2,3,75,2560,0,0,Americas
Costa Rica,2004,3,10,0,3311,25,0,Americas
Costa Rica,2005,3,6,0,4072,0,45000,Americas
Costa Rica,2007,2,19,0,24500,0,80000,Americas
Costa Rica,2008,4,11,0,209498,0,0,Americas
Costa Rica,2009,1,31,91,128527,0,200000,Americas
Costa Rica,2010,3,27,0,3106,0,0,Americas
Costa Rica,2011,1,4,0,46695,0,0,Americas
Costa Rica,2012,2,8,225,10060,0,45000,Americas
Cote d'Ivoire,2001,2,196,0,3180,0,0,Africa
Cote d'Ivoire,2002,3,77,0,861,0,0,Africa
Cote d'Ivoire,2005,1,40,0,210,0,0,Africa
Cote d'Ivoire,2006,2,42,0,451,0,0,Africa
Cote d'Ivoire,2007,2,30,0,2150,0,0,Africa
Cote d'Ivoire,2008,2,50,0,450,0,0,Africa
Cote d'Ivoire,2009,1,27,6,0,10000,0,Africa
Cote d'Ivoire,2010,2,18,0,6425,0,0,Africa
Croatia,2000,3,41,200,600,0,257750,Europe
Croatia,2001,1,0,0,1200,0,0,Europe
Croatia,2003,3,788,0,0,0,350000,Europe
Croatia,2005,3,7,0,250,0,0,Europe
Croatia,2006,1,0,0,0,0,0,Europe
Croatia,2007,2,12,26,0,0,0,Europe
Croatia,2010,3,0,0,1110,0,80000,Europe
Croatia,2012,3,7,0,1500,0,0,Europe
Cuba,2000,2,2,0,675,0,0,Americas
Cuba,2001,1,5,12,5900000,0,100000,Americas
Cuba,2002,3,3,0,358970,0,46000,Americas
Cuba,2003,1,0,0,600,0,0,Americas
Cuba,2004,3,4,5,205745,41500,1203139,Americas
Cuba,2005,2,20,0,2600000,0,2100000,Americas
Cuba,2006,2,2,8,1760,0,0,Americas
Cuba,2007,3,1,0,210488,0,500000,Americas
Cuba,2008,5,7,19,519445,0,3572000,Americas
Cuba,2012,3,14,0,48355,75141,0,Americas
Cyprus,2000,3,5,400,0,0,0,Asia
Cyprus,2003,1,0,30,0,0,10000,Asia
Cyprus,2004,1,0,10,0,0,0,Asia
Cyprus,2007,1,4,0,0,0,0,Asia
Czech Rep,2000,1,0,0,0,0,80000,Europe
Czech Rep,2002,3,20,0,200000,0,2420000,Europe
Czech Rep,2003,1,418,0,0,0,0,Europe
Czech Rep,2005,3,16,3,0,0,0,Europe
Czech Rep,2006,2,6,0,4315,0,0,Europe
Czech Rep,2007,1,4,0,0,0,150000,Europe
Czech Rep,2008,1,2,0,0,0,50000,Europe
Czech Rep,2009,2,15,12,14450,0,150000,Europe
Czech Rep,2010,4,23,0,1400,0,347560,Europe
Czech Rep,2012,2,32,0,0,0,0,Europe
Czech Rep,2013,1,4,0,0,0,0,Europe
Denmark,2002,1,1,0,0,0,0,Europe
Denmark,2005,1,4,0,0,0,1300000,Europe
Denmark,2007,1,0,0,0,0,100000,Europe
Denmark,2010,1,0,0,0,0,0,Europe
Djibouti,2000,1,4,0,419,0,0,Africa
Djibouti,2004,1,51,0,98500,1500,0,Africa
Djibouti,2005,1,0,0,150000,0,0,Africa
Djibouti,2007,2,6,0,43312,0,0,Africa
Djibouti,2008,1,0,0,340000,0,0,Africa
Djibouti,2010,1,0,0,200258,0,0,Africa
Dominica,2001,1,3,0,175,0,0,Americas
Dominica,2004,1,0,0,100,0,0,Americas
Dominica,2007,1,2,30,7500,0,20000,Americas
Dominica,2011,1,0,0,144,96,0,Americas
Dominican Rep,2001,1,3,0,0,0,10,Americas
Dominican Rep,2002,1,3,0,1750,0,500,Americas
Dominican Rep,2003,4,21,18,77460,0,44720,Americas
Dominican Rep,2004,4,703,9,22160,2092,297000,Americas
Dominican Rep,2005,3,12,0,2450,0,0,Americas
Dominican Rep,2007,5,175,0,162763,0,162700,Americas
Dominican Rep,2008,3,13,2,17000,0,0,Americas
Dominican Rep,2009,3,32,0,17835,0,52403,Americas
Dominican Rep,2010,4,137,0,64521,0,0,Americas
Dominican Rep,2011,4,12,220,55200,0,30000,Americas
Dominican Rep,2012,5,172,0,71675,11500,0,Americas
Ecuador,2000,5,86,87,100370,180,0,Americas
Ecuador,2001,3,58,30,32270,0,10975,Americas
Ecuador,2002,6,91,6,201350,3027,16000,Americas
Ecuador,2003,2,0,0,32905,0,0,Americas
Ecuador,2006,3,21,13,357920,0,152800,Americas
Ecuador,2008,1,41,0,275000,14122,1000000,Americas
Ecuador,2009,2,3,2,119305,0,1700,Americas
Ecuador,2010,4,18,0,12940,500,0,Americas
Ecuador,2011,2,7,0,3750,0,0,Americas
Ecuador,2012,3,45,140,80632,0,0,Americas
Ecuador,2013,1,14,0,0,0,0,Americas
Egypt,2000,1,3,105,0,0,0,Africa
Egypt,2002,3,18,70,1050,0,0,Africa
Egypt,2004,3,28,42,143,0,0,Africa
Egypt,2008,1,98,72,0,625,0,Africa
Egypt,2010,3,58,40,3500,0,0,Africa
El Salvador,2000,3,27,0,711,0,0,Americas
El Salvador,2001,4,1159,8122,1983428,0,1870900,Americas
El Salvador,2002,3,7,0,2999,0,0,Americas
El Salvador,2003,1,304,0,50000,0,0,Americas
El Salvador,2005,6,120,1,77223,0,355700,Americas
El Salvador,2006,2,1,0,16470,0,0,Americas
El Salvador,2007,2,2,0,3300,0,0,Americas
El Salvador,2008,2,30,0,3000,0,0,Americas
El Salvador,2009,3,282,0,79598,15000,966000,Americas
El Salvador,2010,3,17,3,9217,2800,20000,Americas
El Salvador,2011,1,35,0,300000,0,1000000,Americas
Equatorial Guinea,2004,1,15,0,946,0,0,Africa
Estonia,2005,2,3,0,100,0,130000,Europe
Estonia,2012,1,1,0,0,0,0,Europe
Ethiopia,2000,9,495,5,37033,165,0,Africa
Ethiopia,2001,5,434,0,47666,0,0,Africa
Ethiopia,2002,2,34,0,4000,0,0,Africa
Ethiopia,2003,2,119,0,12710000,0,0,Africa
Ethiopia,2005,8,285,0,2852382,0,6200,Africa
Ethiopia,2006,9,1302,96,466898,0,3200,Africa
Ethiopia,2007,3,22,0,247386,0,0,Africa
Ethiopia,2008,5,65,35,6518729,810,0,Africa
Ethiopia,2009,2,135,0,6213652,0,0,Africa
Ethiopia,2010,4,35,0,4887346,0,0,Africa
Ethiopia,2011,1,0,0,40200,0,0,Africa
Ethiopia,2012,1,0,0,1000000,0,0,Africa
Fiji,2000,1,4,0,0,0,0,Oceania
Fiji,2001,1,1,0,0,0,0,Oceania
Fiji,2003,1,17,0,30000,0,30000,Oceania
Fiji,2004,2,16,0,5600,0,4000,Oceania
Fiji,2005,1,0,0,0,0,0,Oceania
Fiji,2006,2,4,0,392,0,500,Oceania
Fiji,2007,4,7,0,969,0,37652,Oceania
Fiji,2008,1,7,0,0,0,0,Oceania
Fiji,2009,2,14,0,14401,0,56547,Oceania
Fiji,2010,1,2,0,39101,0,39427,Oceania
Fiji,2012,3,17,0,27945,0,97400,Oceania
Finland,2005,1,0,0,400,0,0,Europe
France,2000,7,11,19,2300,200,0,Europe
France,2001,7,17,121,17181,0,132350,Europe
France,2002,6,29,3,3736,0,1191000,Europe
France,2003,6,19511,74,30000,0,5900050,Europe
France,2004,1,11,0,0,0,0,Europe
France,2005,5,13,0,4000,0,10000,Europe
France,2006,3,1393,2,600,0,0,Europe
France,2007,3,5,0,900,0,250000,Europe
France,2008,4,7,6,2100,600,80000,Europe
France,2009,4,16,200,0,0,3200000,Europe
France,2010,4,81,79,500000,0,5730000,Europe
France,2011,2,3,0,2300,0,0,Europe
France,2012,1,12,0,0,0,0,Europe
France,2013,1,2,0,2000,0,655000,Europe
French Polynesia,2010,1,1,11,3400,0,11000,Oceania
Gabon,2001,1,50,0,10,0,0,Africa
Gabon,2004,1,1,0,100,0,0,Africa
Gabon,2007,1,0,0,17900,0,0,Africa
Gabon,2009,1,0,0,0,800,0,Africa
Gabon,2010,3,0,0,2316,0,0,Africa
Gabon,2012,1,1,0,77845,0,0,Africa
Gambia The,2000,1,21,0,116,0,0,Africa
Gambia The,2001,1,1,0,250,0,0,Africa
Gambia The,2002,1,0,0,0,0,0,Africa
Gambia The,2003,1,3,19,8000,0,0,Africa
Gambia The,2004,2,2,112,6025,0,0,Africa
Gambia The,2007,1,0,0,300,0,0,Africa
Gambia The,2008,2,0,0,300,400,0,Africa
Gambia The,2009,2,5,0,16608,0,0,Africa
Gambia The,2010,2,9,0,38961,0,0,Africa
Gambia The,2012,1,0,0,428000,0,0,Africa
Georgia,2000,1,0,0,696000,0,200000,Asia
Georgia,2001,1,0,0,900,0,0,Asia
